nr;name;telephone;emailAddress;age;undergraduateDegreeFrom;advisor;memberOf
41032;graduateStudent103;xxx-xxx-xxxx;graduateStudent103@department4.university0.edu;25;756;4062;4
41042;graduateStudent104;xxx-xxx-xxxx;graduateStudent104@department4.university0.edu;21;862;4023;4
41052;graduateStudent105;xxx-xxx-xxxx;graduateStudent105@department4.university0.edu;25;960;4022;4
41062;graduateStudent106;xxx-xxx-xxxx;graduateStudent106@department4.university0.edu;21;981;4061;4
41072;graduateStudent107;xxx-xxx-xxxx;graduateStudent107@department4.university0.edu;22;504;4001;4
41082;graduateStudent108;xxx-xxx-xxxx;graduateStudent108@department4.university0.edu;26;363;4013;4
41092;graduateStudent109;xxx-xxx-xxxx;graduateStudent109@department4.university0.edu;26;185;4002;4
41102;graduateStudent110;xxx-xxx-xxxx;graduateStudent110@department4.university0.edu;27;324;4032;4
41112;graduateStudent111;xxx-xxx-xxxx;graduateStudent111@department4.university0.edu;26;375;4021;4
41122;graduateStudent112;xxx-xxx-xxxx;graduateStudent112@department4.university0.edu;27;57;4073;4
41132;graduateStudent113;xxx-xxx-xxxx;graduateStudent113@department4.university0.edu;25;562;4052;4
41142;graduateStudent114;xxx-xxx-xxxx;graduateStudent114@department4.university0.edu;26;542;4041;4
41152;graduateStudent115;xxx-xxx-xxxx;graduateStudent115@department4.university0.edu;26;78;4051;4
41162;graduateStudent116;xxx-xxx-xxxx;graduateStudent116@department4.university0.edu;26;455;4083;4
41172;graduateStudent117;xxx-xxx-xxxx;graduateStudent117@department4.university0.edu;23;871;4041;4
41182;graduateStudent118;xxx-xxx-xxxx;graduateStudent118@department4.university0.edu;23;390;4083;4
41192;graduateStudent119;xxx-xxx-xxxx;graduateStudent119@department4.university0.edu;24;369;4052;4
41202;graduateStudent120;xxx-xxx-xxxx;graduateStudent120@department4.university0.edu;20;283;4031;4
41212;graduateStudent121;xxx-xxx-xxxx;graduateStudent121@department4.university0.edu;23;191;4073;4
41222;graduateStudent122;xxx-xxx-xxxx;graduateStudent122@department4.university0.edu;20;532;4032;4
41232;graduateStudent123;xxx-xxx-xxxx;graduateStudent123@department4.university0.edu;23;765;4001;4
41242;graduateStudent124;xxx-xxx-xxxx;graduateStudent124@department4.university0.edu;24;56;4082;4
41252;graduateStudent125;xxx-xxx-xxxx;graduateStudent125@department4.university0.edu;22;897;4051;4
41262;graduateStudent126;xxx-xxx-xxxx;graduateStudent126@department4.university0.edu;27;307;4001;4
41272;graduateStudent127;xxx-xxx-xxxx;graduateStudent127@department4.university0.edu;24;203;4093;4
41282;graduateStudent128;xxx-xxx-xxxx;graduateStudent128@department4.university0.edu;20;138;4021;4
41292;graduateStudent129;xxx-xxx-xxxx;graduateStudent129@department4.university0.edu;21;139;4062;4
41302;graduateStudent130;xxx-xxx-xxxx;graduateStudent130@department4.university0.edu;21;397;4031;4
41312;graduateStudent131;xxx-xxx-xxxx;graduateStudent131@department4.university0.edu;24;426;4062;4
41322;graduateStudent132;xxx-xxx-xxxx;graduateStudent132@department4.university0.edu;22;962;4012;4
41332;graduateStudent133;xxx-xxx-xxxx;graduateStudent133@department4.university0.edu;24;88;4061;4
41342;graduateStudent134;xxx-xxx-xxxx;graduateStudent134@department4.university0.edu;24;640;4053;4
41352;graduateStudent135;xxx-xxx-xxxx;graduateStudent135@department4.university0.edu;23;916;4051;4
50002;graduateStudent0;xxx-xxx-xxxx;graduateStudent0@department5.university0.edu;22;558;5102;5
50012;graduateStudent1;xxx-xxx-xxxx;graduateStudent1@department5.university0.edu;20;90;5091;5
50022;graduateStudent2;xxx-xxx-xxxx;graduateStudent2@department5.university0.edu;20;965;5042;5
50032;graduateStudent3;xxx-xxx-xxxx;graduateStudent3@department5.university0.edu;27;237;5001;5
50042;graduateStudent4;xxx-xxx-xxxx;graduateStudent4@department5.university0.edu;20;920;5003;5
50052;graduateStudent5;xxx-xxx-xxxx;graduateStudent5@department5.university0.edu;21;924;5042;5
50062;graduateStudent6;xxx-xxx-xxxx;graduateStudent6@department5.university0.edu;26;659;5102;5
50072;graduateStudent7;xxx-xxx-xxxx;graduateStudent7@department5.university0.edu;23;383;5011;5
50082;graduateStudent8;xxx-xxx-xxxx;graduateStudent8@department5.university0.edu;23;29;5082;5
50092;graduateStudent9;xxx-xxx-xxxx;graduateStudent9@department5.university0.edu;22;718;5071;5
50102;graduateStudent10;xxx-xxx-xxxx;graduateStudent10@department5.university0.edu;23;397;5032;5
50112;graduateStudent11;xxx-xxx-xxxx;graduateStudent11@department5.university0.edu;24;576;5022;5
50122;graduateStudent12;xxx-xxx-xxxx;graduateStudent12@department5.university0.edu;26;565;5013;5
50132;graduateStudent13;xxx-xxx-xxxx;graduateStudent13@department5.university0.edu;20;919;5063;5
50142;graduateStudent14;xxx-xxx-xxxx;graduateStudent14@department5.university0.edu;21;560;5073;5
50152;graduateStudent15;xxx-xxx-xxxx;graduateStudent15@department5.university0.edu;20;954;5082;5
50162;graduateStudent16;xxx-xxx-xxxx;graduateStudent16@department5.university0.edu;27;327;5042;5
50172;graduateStudent17;xxx-xxx-xxxx;graduateStudent17@department5.university0.edu;23;72;5052;5
50182;graduateStudent18;xxx-xxx-xxxx;graduateStudent18@department5.university0.edu;23;635;5062;5
50192;graduateStudent19;xxx-xxx-xxxx;graduateStudent19@department5.university0.edu;25;277;5043;5
50202;graduateStudent20;xxx-xxx-xxxx;graduateStudent20@department5.university0.edu;26;489;5091;5
50212;graduateStudent21;xxx-xxx-xxxx;graduateStudent21@department5.university0.edu;25;373;5023;5
50222;graduateStudent22;xxx-xxx-xxxx;graduateStudent22@department5.university0.edu;23;819;5081;5
50232;graduateStudent23;xxx-xxx-xxxx;graduateStudent23@department5.university0.edu;26;460;5073;5
50242;graduateStudent24;xxx-xxx-xxxx;graduateStudent24@department5.university0.edu;26;502;5011;5
50252;graduateStudent25;xxx-xxx-xxxx;graduateStudent25@department5.university0.edu;22;223;5001;5
50262;graduateStudent26;xxx-xxx-xxxx;graduateStudent26@department5.university0.edu;26;223;5071;5
50272;graduateStudent27;xxx-xxx-xxxx;graduateStudent27@department5.university0.edu;21;531;5053;5
50282;graduateStudent28;xxx-xxx-xxxx;graduateStudent28@department5.university0.edu;21;977;5082;5
50292;graduateStudent29;xxx-xxx-xxxx;graduateStudent29@department5.university0.edu;24;524;5013;5
50302;graduateStudent30;xxx-xxx-xxxx;graduateStudent30@department5.university0.edu;23;244;5043;5
50312;graduateStudent31;xxx-xxx-xxxx;graduateStudent31@department5.university0.edu;20;747;5021;5
50322;graduateStudent32;xxx-xxx-xxxx;graduateStudent32@department5.university0.edu;27;547;5013;5
50332;graduateStudent33;xxx-xxx-xxxx;graduateStudent33@department5.university0.edu;26;346;5052;5
50342;graduateStudent34;xxx-xxx-xxxx;graduateStudent34@department5.university0.edu;26;919;5033;5
50352;graduateStudent35;xxx-xxx-xxxx;graduateStudent35@department5.university0.edu;23;829;5023;5
50362;graduateStudent36;xxx-xxx-xxxx;graduateStudent36@department5.university0.edu;20;229;5001;5
50372;graduateStudent37;xxx-xxx-xxxx;graduateStudent37@department5.university0.edu;20;572;5043;5
50382;graduateStudent38;xxx-xxx-xxxx;graduateStudent38@department5.university0.edu;20;917;5032;5
50392;graduateStudent39;xxx-xxx-xxxx;graduateStudent39@department5.university0.edu;26;861;5002;5
50402;graduateStudent40;xxx-xxx-xxxx;graduateStudent40@department5.university0.edu;24;988;5001;5
50412;graduateStudent41;xxx-xxx-xxxx;graduateStudent41@department5.university0.edu;22;765;5062;5
50422;graduateStudent42;xxx-xxx-xxxx;graduateStudent42@department5.university0.edu;26;558;5002;5
50432;graduateStudent43;xxx-xxx-xxxx;graduateStudent43@department5.university0.edu;24;63;5001;5
50442;graduateStudent44;xxx-xxx-xxxx;graduateStudent44@department5.university0.edu;21;443;5072;5
50452;graduateStudent45;xxx-xxx-xxxx;graduateStudent45@department5.university0.edu;21;680;5012;5
50462;graduateStudent46;xxx-xxx-xxxx;graduateStudent46@department5.university0.edu;21;773;5003;5
50472;graduateStudent47;xxx-xxx-xxxx;graduateStudent47@department5.university0.edu;24;158;5071;5
50482;graduateStudent48;xxx-xxx-xxxx;graduateStudent48@department5.university0.edu;22;142;5102;5
50492;graduateStudent49;xxx-xxx-xxxx;graduateStudent49@department5.university0.edu;26;376;5082;5
50502;graduateStudent50;xxx-xxx-xxxx;graduateStudent50@department5.university0.edu;20;357;5073;5
50512;graduateStudent51;xxx-xxx-xxxx;graduateStudent51@department5.university0.edu;22;827;5012;5
50522;graduateStudent52;xxx-xxx-xxxx;graduateStudent52@department5.university0.edu;21;783;5102;5
50532;graduateStudent53;xxx-xxx-xxxx;graduateStudent53@department5.university0.edu;22;109;5021;5
50542;graduateStudent54;xxx-xxx-xxxx;graduateStudent54@department5.university0.edu;22;196;5003;5
50552;graduateStudent55;xxx-xxx-xxxx;graduateStudent55@department5.university0.edu;21;890;5041;5
50562;graduateStudent56;xxx-xxx-xxxx;graduateStudent56@department5.university0.edu;25;384;5013;5
50572;graduateStudent57;xxx-xxx-xxxx;graduateStudent57@department5.university0.edu;20;548;5033;5
50582;graduateStudent58;xxx-xxx-xxxx;graduateStudent58@department5.university0.edu;24;921;5023;5
50592;graduateStudent59;xxx-xxx-xxxx;graduateStudent59@department5.university0.edu;24;484;5082;5
50602;graduateStudent60;xxx-xxx-xxxx;graduateStudent60@department5.university0.edu;23;139;5082;5
50612;graduateStudent61;xxx-xxx-xxxx;graduateStudent61@department5.university0.edu;25;817;5063;5
50622;graduateStudent62;xxx-xxx-xxxx;graduateStudent62@department5.university0.edu;24;420;5041;5
50632;graduateStudent63;xxx-xxx-xxxx;graduateStudent63@department5.university0.edu;21;755;5081;5
50642;graduateStudent64;xxx-xxx-xxxx;graduateStudent64@department5.university0.edu;21;96;5092;5
50652;graduateStudent65;xxx-xxx-xxxx;graduateStudent65@department5.university0.edu;25;655;5082;5
50662;graduateStudent66;xxx-xxx-xxxx;graduateStudent66@department5.university0.edu;21;593;5051;5
50672;graduateStudent67;xxx-xxx-xxxx;graduateStudent67@department5.university0.edu;25;375;5073;5
50682;graduateStudent68;xxx-xxx-xxxx;graduateStudent68@department5.university0.edu;23;253;5062;5
50692;graduateStudent69;xxx-xxx-xxxx;graduateStudent69@department5.university0.edu;21;267;5053;5
50702;graduateStudent70;xxx-xxx-xxxx;graduateStudent70@department5.university0.edu;20;391;5051;5
50712;graduateStudent71;xxx-xxx-xxxx;graduateStudent71@department5.university0.edu;24;201;5073;5
50722;graduateStudent72;xxx-xxx-xxxx;graduateStudent72@department5.university0.edu;26;876;5051;5
50732;graduateStudent73;xxx-xxx-xxxx;graduateStudent73@department5.university0.edu;20;456;5031;5
50742;graduateStudent74;xxx-xxx-xxxx;graduateStudent74@department5.university0.edu;23;353;5043;5
50752;graduateStudent75;xxx-xxx-xxxx;graduateStudent75@department5.university0.edu;25;754;5022;5
50762;graduateStudent76;xxx-xxx-xxxx;graduateStudent76@department5.university0.edu;23;896;5042;5
50772;graduateStudent77;xxx-xxx-xxxx;graduateStudent77@department5.university0.edu;27;168;5032;5
50782;graduateStudent78;xxx-xxx-xxxx;graduateStudent78@department5.university0.edu;25;437;5063;5
50792;graduateStudent79;xxx-xxx-xxxx;graduateStudent79@department5.university0.edu;27;867;5052;5
50802;graduateStudent80;xxx-xxx-xxxx;graduateStudent80@department5.university0.edu;21;622;5072;5
50812;graduateStudent81;xxx-xxx-xxxx;graduateStudent81@department5.university0.edu;26;338;5031;5
50822;graduateStudent82;xxx-xxx-xxxx;graduateStudent82@department5.university0.edu;20;457;5033;5
50832;graduateStudent83;xxx-xxx-xxxx;graduateStudent83@department5.university0.edu;27;158;5003;5
50842;graduateStudent84;xxx-xxx-xxxx;graduateStudent84@department5.university0.edu;26;664;5041;5
50852;graduateStudent85;xxx-xxx-xxxx;graduateStudent85@department5.university0.edu;23;456;5102;5
50862;graduateStudent86;xxx-xxx-xxxx;graduateStudent86@department5.university0.edu;26;381;5002;5
50872;graduateStudent87;xxx-xxx-xxxx;graduateStudent87@department5.university0.edu;27;769;5061;5
50882;graduateStudent88;xxx-xxx-xxxx;graduateStudent88@department5.university0.edu;23;233;5081;5
50892;graduateStudent89;xxx-xxx-xxxx;graduateStudent89@department5.university0.edu;25;151;5021;5
50902;graduateStudent90;xxx-xxx-xxxx;graduateStudent90@department5.university0.edu;26;5;5012;5
50912;graduateStudent91;xxx-xxx-xxxx;graduateStudent91@department5.university0.edu;25;980;5092;5
50922;graduateStudent92;xxx-xxx-xxxx;graduateStudent92@department5.university0.edu;21;771;5052;5
50932;graduateStudent93;xxx-xxx-xxxx;graduateStudent93@department5.university0.edu;23;683;5012;5
50942;graduateStudent94;xxx-xxx-xxxx;graduateStudent94@department5.university0.edu;22;710;5021;5
50952;graduateStudent95;xxx-xxx-xxxx;graduateStudent95@department5.university0.edu;27;683;5061;5
50962;graduateStudent96;xxx-xxx-xxxx;graduateStudent96@department5.university0.edu;22;407;5082;5
50972;graduateStudent97;xxx-xxx-xxxx;graduateStudent97@department5.university0.edu;22;450;5072;5
50982;graduateStudent98;xxx-xxx-xxxx;graduateStudent98@department5.university0.edu;24;820;5061;5
50992;graduateStudent99;xxx-xxx-xxxx;graduateStudent99@department5.university0.edu;24;233;5011;5
51002;graduateStudent100;xxx-xxx-xxxx;graduateStudent100@department5.university0.edu;27;746;5082;5
51012;graduateStudent101;xxx-xxx-xxxx;graduateStudent101@department5.university0.edu;21;974;5102;5
51022;graduateStudent102;xxx-xxx-xxxx;graduateStudent102@department5.university0.edu;26;148;5013;5
51032;graduateStudent103;xxx-xxx-xxxx;graduateStudent103@department5.university0.edu;25;672;5033;5
51042;graduateStudent104;xxx-xxx-xxxx;graduateStudent104@department5.university0.edu;26;917;5032;5
51052;graduateStudent105;xxx-xxx-xxxx;graduateStudent105@department5.university0.edu;20;841;5052;5
51062;graduateStudent106;xxx-xxx-xxxx;graduateStudent106@department5.university0.edu;23;750;5043;5
51072;graduateStudent107;xxx-xxx-xxxx;graduateStudent107@department5.university0.edu;25;360;5011;5
51082;graduateStudent108;xxx-xxx-xxxx;graduateStudent108@department5.university0.edu;24;702;5043;5
51092;graduateStudent109;xxx-xxx-xxxx;graduateStudent109@department5.university0.edu;25;712;5002;5
60002;graduateStudent0;xxx-xxx-xxxx;graduateStudent0@department6.university0.edu;22;653;6072;6
60012;graduateStudent1;xxx-xxx-xxxx;graduateStudent1@department6.university0.edu;21;684;6081;6
60022;graduateStudent2;xxx-xxx-xxxx;graduateStudent2@department6.university0.edu;20;84;6072;6
60032;graduateStudent3;xxx-xxx-xxxx;graduateStudent3@department6.university0.edu;21;823;6041;6
60042;graduateStudent4;xxx-xxx-xxxx;graduateStudent4@department6.university0.edu;26;998;6092;6
60052;graduateStudent5;xxx-xxx-xxxx;graduateStudent5@department6.university0.edu;21;77;6023;6
60062;graduateStudent6;xxx-xxx-xxxx;graduateStudent6@department6.university0.edu;27;397;6021;6
60072;graduateStudent7;xxx-xxx-xxxx;graduateStudent7@department6.university0.edu;26;709;6072;6
60082;graduateStudent8;xxx-xxx-xxxx;graduateStudent8@department6.university0.edu;21;417;6091;6
60092;graduateStudent9;xxx-xxx-xxxx;graduateStudent9@department6.university0.edu;23;717;6012;6
60102;graduateStudent10;xxx-xxx-xxxx;graduateStudent10@department6.university0.edu;26;972;6033;6
60112;graduateStudent11;xxx-xxx-xxxx;graduateStudent11@department6.university0.edu;22;554;6003;6
60122;graduateStudent12;xxx-xxx-xxxx;graduateStudent12@department6.university0.edu;24;877;6061;6
60132;graduateStudent13;xxx-xxx-xxxx;graduateStudent13@department6.university0.edu;21;739;6002;6
60142;graduateStudent14;xxx-xxx-xxxx;graduateStudent14@department6.university0.edu;27;923;6053;6
60152;graduateStudent15;xxx-xxx-xxxx;graduateStudent15@department6.university0.edu;20;992;6041;6
60162;graduateStudent16;xxx-xxx-xxxx;graduateStudent16@department6.university0.edu;22;631;6061;6
60172;graduateStudent17;xxx-xxx-xxxx;graduateStudent17@department6.university0.edu;22;724;6012;6
60182;graduateStudent18;xxx-xxx-xxxx;graduateStudent18@department6.university0.edu;23;397;6023;6
60192;graduateStudent19;xxx-xxx-xxxx;graduateStudent19@department6.university0.edu;23;679;6001;6
60202;graduateStudent20;xxx-xxx-xxxx;graduateStudent20@department6.university0.edu;25;478;6062;6
60212;graduateStudent21;xxx-xxx-xxxx;graduateStudent21@department6.university0.edu;21;336;6071;6
60222;graduateStudent22;xxx-xxx-xxxx;graduateStudent22@department6.university0.edu;24;626;6031;6
60232;graduateStudent23;xxx-xxx-xxxx;graduateStudent23@department6.university0.edu;20;864;6001;6
60242;graduateStudent24;xxx-xxx-xxxx;graduateStudent24@department6.university0.edu;24;551;6042;6
60252;graduateStudent25;xxx-xxx-xxxx;graduateStudent25@department6.university0.edu;26;128;6021;6
60262;graduateStudent26;xxx-xxx-xxxx;graduateStudent26@department6.university0.edu;25;26;6063;6
60272;graduateStudent27;xxx-xxx-xxxx;graduateStudent27@department6.university0.edu;26;495;6051;6
60282;graduateStudent28;xxx-xxx-xxxx;graduateStudent28@department6.university0.edu;22;249;6043;6
60292;graduateStudent29;xxx-xxx-xxxx;graduateStudent29@department6.university0.edu;21;482;6051;6
60302;graduateStudent30;xxx-xxx-xxxx;graduateStudent30@department6.university0.edu;22;365;6091;6
60312;graduateStudent31;xxx-xxx-xxxx;graduateStudent31@department6.university0.edu;22;938;6013;6
60322;graduateStudent32;xxx-xxx-xxxx;graduateStudent32@department6.university0.edu;25;8;6063;6
60332;graduateStudent33;xxx-xxx-xxxx;graduateStudent33@department6.university0.edu;22;469;6082;6
60342;graduateStudent34;xxx-xxx-xxxx;graduateStudent34@department6.university0.edu;27;236;6082;6
60352;graduateStudent35;xxx-xxx-xxxx;graduateStudent35@department6.university0.edu;23;922;6092;6
60362;graduateStudent36;xxx-xxx-xxxx;graduateStudent36@department6.university0.edu;23;483;6052;6
60372;graduateStudent37;xxx-xxx-xxxx;graduateStudent37@department6.university0.edu;20;997;6043;6
60382;graduateStudent38;xxx-xxx-xxxx;graduateStudent38@department6.university0.edu;22;605;6063;6
60392;graduateStudent39;xxx-xxx-xxxx;graduateStudent39@department6.university0.edu;27;994;6033;6
60402;graduateStudent40;xxx-xxx-xxxx;graduateStudent40@department6.university0.edu;25;494;6051;6
60412;graduateStudent41;xxx-xxx-xxxx;graduateStudent41@department6.university0.edu;25;798;6021;6
60422;graduateStudent42;xxx-xxx-xxxx;graduateStudent42@department6.university0.edu;23;101;6012;6
60432;graduateStudent43;xxx-xxx-xxxx;graduateStudent43@department6.university0.edu;21;536;6042;6
60442;graduateStudent44;xxx-xxx-xxxx;graduateStudent44@department6.university0.edu;26;362;6021;6
60452;graduateStudent45;xxx-xxx-xxxx;graduateStudent45@department6.university0.edu;23;762;6051;6
60462;graduateStudent46;xxx-xxx-xxxx;graduateStudent46@department6.university0.edu;20;392;6002;6
60472;graduateStudent47;xxx-xxx-xxxx;graduateStudent47@department6.university0.edu;23;55;6043;6
60482;graduateStudent48;xxx-xxx-xxxx;graduateStudent48@department6.university0.edu;20;532;6013;6
60492;graduateStudent49;xxx-xxx-xxxx;graduateStudent49@department6.university0.edu;27;892;6013;6
60502;graduateStudent50;xxx-xxx-xxxx;graduateStudent50@department6.university0.edu;22;288;6003;6
60512;graduateStudent51;xxx-xxx-xxxx;graduateStudent51@department6.university0.edu;21;783;6021;6
60522;graduateStudent52;xxx-xxx-xxxx;graduateStudent52@department6.university0.edu;25;384;6002;6
60532;graduateStudent53;xxx-xxx-xxxx;graduateStudent53@department6.university0.edu;20;243;6023;6
60542;graduateStudent54;xxx-xxx-xxxx;graduateStudent54@department6.university0.edu;21;393;6023;6
60552;graduateStudent55;xxx-xxx-xxxx;graduateStudent55@department6.university0.edu;25;864;6053;6
60562;graduateStudent56;xxx-xxx-xxxx;graduateStudent56@department6.university0.edu;20;650;6002;6
60572;graduateStudent57;xxx-xxx-xxxx;graduateStudent57@department6.university0.edu;26;598;6073;6
60582;graduateStudent58;xxx-xxx-xxxx;graduateStudent58@department6.university0.edu;21;190;6081;6
60592;graduateStudent59;xxx-xxx-xxxx;graduateStudent59@department6.university0.edu;20;349;6091;6
60602;graduateStudent60;xxx-xxx-xxxx;graduateStudent60@department6.university0.edu;23;403;6051;6
60612;graduateStudent61;xxx-xxx-xxxx;graduateStudent61@department6.university0.edu;21;632;6042;6
60622;graduateStudent62;xxx-xxx-xxxx;graduateStudent62@department6.university0.edu;22;725;6082;6
60632;graduateStudent63;xxx-xxx-xxxx;graduateStudent63@department6.university0.edu;25;238;6062;6
60642;graduateStudent64;xxx-xxx-xxxx;graduateStudent64@department6.university0.edu;20;8;6012;6
60652;graduateStudent65;xxx-xxx-xxxx;graduateStudent65@department6.university0.edu;26;170;6023;6
60662;graduateStudent66;xxx-xxx-xxxx;graduateStudent66@department6.university0.edu;25;865;6051;6
60672;graduateStudent67;xxx-xxx-xxxx;graduateStudent67@department6.university0.edu;21;909;6071;6
60682;graduateStudent68;xxx-xxx-xxxx;graduateStudent68@department6.university0.edu;26;171;6003;6
60692;graduateStudent69;xxx-xxx-xxxx;graduateStudent69@department6.university0.edu;20;72;6052;6
60702;graduateStudent70;xxx-xxx-xxxx;graduateStudent70@department6.university0.edu;21;20;6031;6
60712;graduateStudent71;xxx-xxx-xxxx;graduateStudent71@department6.university0.edu;25;347;6063;6
60722;graduateStudent72;xxx-xxx-xxxx;graduateStudent72@department6.university0.edu;27;815;6013;6
60732;graduateStudent73;xxx-xxx-xxxx;graduateStudent73@department6.university0.edu;23;661;6073;6
60742;graduateStudent74;xxx-xxx-xxxx;graduateStudent74@department6.university0.edu;24;327;6043;6
60752;graduateStudent75;xxx-xxx-xxxx;graduateStudent75@department6.university0.edu;21;467;6082;6
60762;graduateStudent76;xxx-xxx-xxxx;graduateStudent76@department6.university0.edu;23;839;6081;6
60772;graduateStudent77;xxx-xxx-xxxx;graduateStudent77@department6.university0.edu;21;325;6001;6
60782;graduateStudent78;xxx-xxx-xxxx;graduateStudent78@department6.university0.edu;22;945;6073;6
60792;graduateStudent79;xxx-xxx-xxxx;graduateStudent79@department6.university0.edu;26;561;6051;6
60802;graduateStudent80;xxx-xxx-xxxx;graduateStudent80@department6.university0.edu;24;548;6091;6
60812;graduateStudent81;xxx-xxx-xxxx;graduateStudent81@department6.university0.edu;20;420;6073;6
60822;graduateStudent82;xxx-xxx-xxxx;graduateStudent82@department6.university0.edu;27;539;6003;6
60832;graduateStudent83;xxx-xxx-xxxx;graduateStudent83@department6.university0.edu;27;412;6051;6
60842;graduateStudent84;xxx-xxx-xxxx;graduateStudent84@department6.university0.edu;20;576;6032;6
60852;graduateStudent85;xxx-xxx-xxxx;graduateStudent85@department6.university0.edu;25;886;6003;6
60862;graduateStudent86;xxx-xxx-xxxx;graduateStudent86@department6.university0.edu;26;882;6021;6
60872;graduateStudent87;xxx-xxx-xxxx;graduateStudent87@department6.university0.edu;21;19;6002;6
60882;graduateStudent88;xxx-xxx-xxxx;graduateStudent88@department6.university0.edu;24;34;6051;6
60892;graduateStudent89;xxx-xxx-xxxx;graduateStudent89@department6.university0.edu;24;47;6033;6
60902;graduateStudent90;xxx-xxx-xxxx;graduateStudent90@department6.university0.edu;25;802;6021;6
60912;graduateStudent91;xxx-xxx-xxxx;graduateStudent91@department6.university0.edu;22;623;6012;6
60922;graduateStudent92;xxx-xxx-xxxx;graduateStudent92@department6.university0.edu;25;575;6002;6
60932;graduateStudent93;xxx-xxx-xxxx;graduateStudent93@department6.university0.edu;25;865;6082;6
60942;graduateStudent94;xxx-xxx-xxxx;graduateStudent94@department6.university0.edu;25;319;6001;6
60952;graduateStudent95;xxx-xxx-xxxx;graduateStudent95@department6.university0.edu;20;281;6053;6
60962;graduateStudent96;xxx-xxx-xxxx;graduateStudent96@department6.university0.edu;23;428;6001;6
60972;graduateStudent97;xxx-xxx-xxxx;graduateStudent97@department6.university0.edu;23;863;6032;6
60982;graduateStudent98;xxx-xxx-xxxx;graduateStudent98@department6.university0.edu;23;696;6071;6
60992;graduateStudent99;xxx-xxx-xxxx;graduateStudent99@department6.university0.edu;21;884;6011;6
61002;graduateStudent100;xxx-xxx-xxxx;graduateStudent100@department6.university0.edu;25;690;6031;6
61012;graduateStudent101;xxx-xxx-xxxx;graduateStudent101@department6.university0.edu;25;590;6012;6
61022;graduateStudent102;xxx-xxx-xxxx;graduateStudent102@department6.university0.edu;24;332;6092;6
61032;graduateStudent103;xxx-xxx-xxxx;graduateStudent103@department6.university0.edu;23;228;6092;6
61042;graduateStudent104;xxx-xxx-xxxx;graduateStudent104@department6.university0.edu;20;181;6092;6
61052;graduateStudent105;xxx-xxx-xxxx;graduateStudent105@department6.university0.edu;26;208;6041;6
70002;graduateStudent0;xxx-xxx-xxxx;graduateStudent0@department7.university0.edu;26;774;7031;7
70012;graduateStudent1;xxx-xxx-xxxx;graduateStudent1@department7.university0.edu;22;85;7051;7
70022;graduateStudent2;xxx-xxx-xxxx;graduateStudent2@department7.university0.edu;22;886;7003;7
70032;graduateStudent3;xxx-xxx-xxxx;graduateStudent3@department7.university0.edu;27;994;7093;7
70042;graduateStudent4;xxx-xxx-xxxx;graduateStudent4@department7.university0.edu;26;400;7023;7
70052;graduateStudent5;xxx-xxx-xxxx;graduateStudent5@department7.university0.edu;24;587;7073;7
70062;graduateStudent6;xxx-xxx-xxxx;graduateStudent6@department7.university0.edu;21;11;7043;7
70072;graduateStudent7;xxx-xxx-xxxx;graduateStudent7@department7.university0.edu;21;235;7001;7
70082;graduateStudent8;xxx-xxx-xxxx;graduateStudent8@department7.university0.edu;25;920;7032;7
70092;graduateStudent9;xxx-xxx-xxxx;graduateStudent9@department7.university0.edu;26;231;7072;7
70102;graduateStudent10;xxx-xxx-xxxx;graduateStudent10@department7.university0.edu;20;496;7062;7
70112;graduateStudent11;xxx-xxx-xxxx;graduateStudent11@department7.university0.edu;25;809;7043;7
70122;graduateStudent12;xxx-xxx-xxxx;graduateStudent12@department7.university0.edu;20;86;7042;7
70132;graduateStudent13;xxx-xxx-xxxx;graduateStudent13@department7.university0.edu;22;351;7052;7
70142;graduateStudent14;xxx-xxx-xxxx;graduateStudent14@department7.university0.edu;20;49;7112;7
70152;graduateStudent15;xxx-xxx-xxxx;graduateStudent15@department7.university0.edu;21;971;7051;7
70162;graduateStudent16;xxx-xxx-xxxx;graduateStudent16@department7.university0.edu;25;211;7011;7
70172;graduateStudent17;xxx-xxx-xxxx;graduateStudent17@department7.university0.edu;22;328;7023;7
70182;graduateStudent18;xxx-xxx-xxxx;graduateStudent18@department7.university0.edu;26;508;7001;7
70192;graduateStudent19;xxx-xxx-xxxx;graduateStudent19@department7.university0.edu;22;164;7132;7
70202;graduateStudent20;xxx-xxx-xxxx;graduateStudent20@department7.university0.edu;26;993;7011;7
70212;graduateStudent21;xxx-xxx-xxxx;graduateStudent21@department7.university0.edu;21;894;7012;7
70222;graduateStudent22;xxx-xxx-xxxx;graduateStudent22@department7.university0.edu;24;435;7033;7
70232;graduateStudent23;xxx-xxx-xxxx;graduateStudent23@department7.university0.edu;23;274;7003;7
70242;graduateStudent24;xxx-xxx-xxxx;graduateStudent24@department7.university0.edu;27;571;7011;7
70252;graduateStudent25;xxx-xxx-xxxx;graduateStudent25@department7.university0.edu;20;31;7092;7
70262;graduateStudent26;xxx-xxx-xxxx;graduateStudent26@department7.university0.edu;23;443;7051;7
70272;graduateStudent27;xxx-xxx-xxxx;graduateStudent27@department7.university0.edu;20;8;7053;7
70282;graduateStudent28;xxx-xxx-xxxx;graduateStudent28@department7.university0.edu;27;433;7003;7
70292;graduateStudent29;xxx-xxx-xxxx;graduateStudent29@department7.university0.edu;24;332;7122;7
