"nr";"name";"telephone";"emailAddress";"age";"undergraduateDegreeFrom";"advisor";"memberOf"
80992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department8.university0.edu";22;837;8072;8
81002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department8.university0.edu";25;92;8062;8
81012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department8.university0.edu";21;220;8022;8
81022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department8.university0.edu";24;217;8103;8
81032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department8.university0.edu";25;244;8032;8
81042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department8.university0.edu";25;248;8052;8
81052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department8.university0.edu";27;955;8073;8
81062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department8.university0.edu";27;292;8073;8
81072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department8.university0.edu";26;300;8003;8
81082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department8.university0.edu";27;649;8013;8
81092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department8.university0.edu";22;574;8033;8
81102;"graduateStudent110";"xxx-xxx-xxxx";"graduateStudent110@department8.university0.edu";21;641;8011;8
81112;"graduateStudent111";"xxx-xxx-xxxx";"graduateStudent111@department8.university0.edu";23;871;8042;8
81122;"graduateStudent112";"xxx-xxx-xxxx";"graduateStudent112@department8.university0.edu";22;682;8003;8
81132;"graduateStudent113";"xxx-xxx-xxxx";"graduateStudent113@department8.university0.edu";22;322;8021;8
81142;"graduateStudent114";"xxx-xxx-xxxx";"graduateStudent114@department8.university0.edu";22;539;8051;8
81152;"graduateStudent115";"xxx-xxx-xxxx";"graduateStudent115@department8.university0.edu";27;891;8021;8
81162;"graduateStudent116";"xxx-xxx-xxxx";"graduateStudent116@department8.university0.edu";22;148;8103;8
81172;"graduateStudent117";"xxx-xxx-xxxx";"graduateStudent117@department8.university0.edu";26;707;8083;8
81182;"graduateStudent118";"xxx-xxx-xxxx";"graduateStudent118@department8.university0.edu";25;684;8041;8
81192;"graduateStudent119";"xxx-xxx-xxxx";"graduateStudent119@department8.university0.edu";27;161;8033;8
81202;"graduateStudent120";"xxx-xxx-xxxx";"graduateStudent120@department8.university0.edu";26;543;8033;8
81212;"graduateStudent121";"xxx-xxx-xxxx";"graduateStudent121@department8.university0.edu";25;97;8081;8
81222;"graduateStudent122";"xxx-xxx-xxxx";"graduateStudent122@department8.university0.edu";26;228;8073;8
81232;"graduateStudent123";"xxx-xxx-xxxx";"graduateStudent123@department8.university0.edu";23;589;8011;8
81242;"graduateStudent124";"xxx-xxx-xxxx";"graduateStudent124@department8.university0.edu";23;212;8013;8
81252;"graduateStudent125";"xxx-xxx-xxxx";"graduateStudent125@department8.university0.edu";22;575;8021;8
81262;"graduateStudent126";"xxx-xxx-xxxx";"graduateStudent126@department8.university0.edu";27;68;8042;8
81272;"graduateStudent127";"xxx-xxx-xxxx";"graduateStudent127@department8.university0.edu";23;204;8062;8
81282;"graduateStudent128";"xxx-xxx-xxxx";"graduateStudent128@department8.university0.edu";26;636;8033;8
81292;"graduateStudent129";"xxx-xxx-xxxx";"graduateStudent129@department8.university0.edu";25;243;8081;8
81302;"graduateStudent130";"xxx-xxx-xxxx";"graduateStudent130@department8.university0.edu";24;783;8023;8
81312;"graduateStudent131";"xxx-xxx-xxxx";"graduateStudent131@department8.university0.edu";20;133;8031;8
81322;"graduateStudent132";"xxx-xxx-xxxx";"graduateStudent132@department8.university0.edu";27;415;8042;8
81332;"graduateStudent133";"xxx-xxx-xxxx";"graduateStudent133@department8.university0.edu";21;24;8041;8
81342;"graduateStudent134";"xxx-xxx-xxxx";"graduateStudent134@department8.university0.edu";26;305;8093;8
81352;"graduateStudent135";"xxx-xxx-xxxx";"graduateStudent135@department8.university0.edu";22;971;8073;8
81362;"graduateStudent136";"xxx-xxx-xxxx";"graduateStudent136@department8.university0.edu";20;425;8061;8
81372;"graduateStudent137";"xxx-xxx-xxxx";"graduateStudent137@department8.university0.edu";26;310;8082;8
81382;"graduateStudent138";"xxx-xxx-xxxx";"graduateStudent138@department8.university0.edu";21;459;8092;8
81392;"graduateStudent139";"xxx-xxx-xxxx";"graduateStudent139@department8.university0.edu";20;686;8063;8
81402;"graduateStudent140";"xxx-xxx-xxxx";"graduateStudent140@department8.university0.edu";27;258;8062;8
81412;"graduateStudent141";"xxx-xxx-xxxx";"graduateStudent141@department8.university0.edu";22;391;8021;8
81422;"graduateStudent142";"xxx-xxx-xxxx";"graduateStudent142@department8.university0.edu";20;521;8061;8
90002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department9.university0.edu";27;762;9062;9
90012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department9.university0.edu";27;102;9073;9
90022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department9.university0.edu";26;196;9041;9
90032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department9.university0.edu";24;235;9063;9
90042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department9.university0.edu";23;238;9082;9
90052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department9.university0.edu";22;596;9083;9
90062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department9.university0.edu";23;400;9052;9
90072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department9.university0.edu";26;129;9021;9
90082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department9.university0.edu";21;570;9021;9
90092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department9.university0.edu";20;612;9041;9
90102;"graduateStudent10";"xxx-xxx-xxxx";"graduateStudent10@department9.university0.edu";26;541;9031;9
90112;"graduateStudent11";"xxx-xxx-xxxx";"graduateStudent11@department9.university0.edu";26;712;9042;9
90122;"graduateStudent12";"xxx-xxx-xxxx";"graduateStudent12@department9.university0.edu";20;969;9052;9
90132;"graduateStudent13";"xxx-xxx-xxxx";"graduateStudent13@department9.university0.edu";24;373;9061;9
90142;"graduateStudent14";"xxx-xxx-xxxx";"graduateStudent14@department9.university0.edu";22;429;9033;9
90152;"graduateStudent15";"xxx-xxx-xxxx";"graduateStudent15@department9.university0.edu";23;184;9011;9
90162;"graduateStudent16";"xxx-xxx-xxxx";"graduateStudent16@department9.university0.edu";20;537;9013;9
90172;"graduateStudent17";"xxx-xxx-xxxx";"graduateStudent17@department9.university0.edu";26;366;9093;9
90182;"graduateStudent18";"xxx-xxx-xxxx";"graduateStudent18@department9.university0.edu";26;752;9043;9
90192;"graduateStudent19";"xxx-xxx-xxxx";"graduateStudent19@department9.university0.edu";27;963;9053;9
90202;"graduateStudent20";"xxx-xxx-xxxx";"graduateStudent20@department9.university0.edu";26;846;9051;9
90212;"graduateStudent21";"xxx-xxx-xxxx";"graduateStudent21@department9.university0.edu";26;433;9041;9
90222;"graduateStudent22";"xxx-xxx-xxxx";"graduateStudent22@department9.university0.edu";22;640;9052;9
90232;"graduateStudent23";"xxx-xxx-xxxx";"graduateStudent23@department9.university0.edu";27;571;9092;9
90242;"graduateStudent24";"xxx-xxx-xxxx";"graduateStudent24@department9.university0.edu";25;617;9051;9
90252;"graduateStudent25";"xxx-xxx-xxxx";"graduateStudent25@department9.university0.edu";26;978;9103;9
90262;"graduateStudent26";"xxx-xxx-xxxx";"graduateStudent26@department9.university0.edu";23;322;9083;9
90272;"graduateStudent27";"xxx-xxx-xxxx";"graduateStudent27@department9.university0.edu";23;62;9012;9
90282;"graduateStudent28";"xxx-xxx-xxxx";"graduateStudent28@department9.university0.edu";27;68;9103;9
90292;"graduateStudent29";"xxx-xxx-xxxx";"graduateStudent29@department9.university0.edu";20;313;9051;9
90302;"graduateStudent30";"xxx-xxx-xxxx";"graduateStudent30@department9.university0.edu";22;380;9092;9
90312;"graduateStudent31";"xxx-xxx-xxxx";"graduateStudent31@department9.university0.edu";23;547;9082;9
90322;"graduateStudent32";"xxx-xxx-xxxx";"graduateStudent32@department9.university0.edu";21;638;9083;9
90332;"graduateStudent33";"xxx-xxx-xxxx";"graduateStudent33@department9.university0.edu";22;848;9103;9
90342;"graduateStudent34";"xxx-xxx-xxxx";"graduateStudent34@department9.university0.edu";26;799;9062;9
90352;"graduateStudent35";"xxx-xxx-xxxx";"graduateStudent35@department9.university0.edu";21;215;9012;9
90362;"graduateStudent36";"xxx-xxx-xxxx";"graduateStudent36@department9.university0.edu";20;935;9053;9
90372;"graduateStudent37";"xxx-xxx-xxxx";"graduateStudent37@department9.university0.edu";20;219;9062;9
90382;"graduateStudent38";"xxx-xxx-xxxx";"graduateStudent38@department9.university0.edu";22;888;9063;9
90392;"graduateStudent39";"xxx-xxx-xxxx";"graduateStudent39@department9.university0.edu";24;639;9093;9
90402;"graduateStudent40";"xxx-xxx-xxxx";"graduateStudent40@department9.university0.edu";25;412;9011;9
90412;"graduateStudent41";"xxx-xxx-xxxx";"graduateStudent41@department9.university0.edu";27;798;9001;9
90422;"graduateStudent42";"xxx-xxx-xxxx";"graduateStudent42@department9.university0.edu";22;878;9053;9
90432;"graduateStudent43";"xxx-xxx-xxxx";"graduateStudent43@department9.university0.edu";24;215;9092;9
90442;"graduateStudent44";"xxx-xxx-xxxx";"graduateStudent44@department9.university0.edu";24;459;9092;9
90452;"graduateStudent45";"xxx-xxx-xxxx";"graduateStudent45@department9.university0.edu";24;766;9052;9
90462;"graduateStudent46";"xxx-xxx-xxxx";"graduateStudent46@department9.university0.edu";21;395;9062;9
90472;"graduateStudent47";"xxx-xxx-xxxx";"graduateStudent47@department9.university0.edu";27;171;9041;9
90482;"graduateStudent48";"xxx-xxx-xxxx";"graduateStudent48@department9.university0.edu";21;282;9013;9
90492;"graduateStudent49";"xxx-xxx-xxxx";"graduateStudent49@department9.university0.edu";23;475;9041;9
90502;"graduateStudent50";"xxx-xxx-xxxx";"graduateStudent50@department9.university0.edu";27;139;9021;9
90512;"graduateStudent51";"xxx-xxx-xxxx";"graduateStudent51@department9.university0.edu";27;77;9051;9
90522;"graduateStudent52";"xxx-xxx-xxxx";"graduateStudent52@department9.university0.edu";27;570;9002;9
90532;"graduateStudent53";"xxx-xxx-xxxx";"graduateStudent53@department9.university0.edu";27;590;9053;9
90542;"graduateStudent54";"xxx-xxx-xxxx";"graduateStudent54@department9.university0.edu";21;585;9052;9
90552;"graduateStudent55";"xxx-xxx-xxxx";"graduateStudent55@department9.university0.edu";24;755;9033;9
90562;"graduateStudent56";"xxx-xxx-xxxx";"graduateStudent56@department9.university0.edu";21;420;9073;9
90572;"graduateStudent57";"xxx-xxx-xxxx";"graduateStudent57@department9.university0.edu";25;27;9002;9
90582;"graduateStudent58";"xxx-xxx-xxxx";"graduateStudent58@department9.university0.edu";23;81;9002;9
90592;"graduateStudent59";"xxx-xxx-xxxx";"graduateStudent59@department9.university0.edu";27;96;9073;9
90602;"graduateStudent60";"xxx-xxx-xxxx";"graduateStudent60@department9.university0.edu";24;647;9053;9
90612;"graduateStudent61";"xxx-xxx-xxxx";"graduateStudent61@department9.university0.edu";25;448;9041;9
90622;"graduateStudent62";"xxx-xxx-xxxx";"graduateStudent62@department9.university0.edu";25;866;9051;9
90632;"graduateStudent63";"xxx-xxx-xxxx";"graduateStudent63@department9.university0.edu";21;485;9021;9
90642;"graduateStudent64";"xxx-xxx-xxxx";"graduateStudent64@department9.university0.edu";27;4;9001;9
90652;"graduateStudent65";"xxx-xxx-xxxx";"graduateStudent65@department9.university0.edu";22;553;9043;9
90662;"graduateStudent66";"xxx-xxx-xxxx";"graduateStudent66@department9.university0.edu";27;379;9062;9
90672;"graduateStudent67";"xxx-xxx-xxxx";"graduateStudent67@department9.university0.edu";23;22;9043;9
90682;"graduateStudent68";"xxx-xxx-xxxx";"graduateStudent68@department9.university0.edu";26;400;9053;9
90692;"graduateStudent69";"xxx-xxx-xxxx";"graduateStudent69@department9.university0.edu";26;161;9001;9
90702;"graduateStudent70";"xxx-xxx-xxxx";"graduateStudent70@department9.university0.edu";23;417;9073;9
90712;"graduateStudent71";"xxx-xxx-xxxx";"graduateStudent71@department9.university0.edu";24;931;9041;9
90722;"graduateStudent72";"xxx-xxx-xxxx";"graduateStudent72@department9.university0.edu";22;827;9041;9
90732;"graduateStudent73";"xxx-xxx-xxxx";"graduateStudent73@department9.university0.edu";22;427;9011;9
90742;"graduateStudent74";"xxx-xxx-xxxx";"graduateStudent74@department9.university0.edu";23;800;9012;9
90752;"graduateStudent75";"xxx-xxx-xxxx";"graduateStudent75@department9.university0.edu";26;543;9061;9
90762;"graduateStudent76";"xxx-xxx-xxxx";"graduateStudent76@department9.university0.edu";22;997;9042;9
90772;"graduateStudent77";"xxx-xxx-xxxx";"graduateStudent77@department9.university0.edu";25;19;9003;9
90782;"graduateStudent78";"xxx-xxx-xxxx";"graduateStudent78@department9.university0.edu";27;8;9073;9
90792;"graduateStudent79";"xxx-xxx-xxxx";"graduateStudent79@department9.university0.edu";21;403;9082;9
90802;"graduateStudent80";"xxx-xxx-xxxx";"graduateStudent80@department9.university0.edu";20;130;9063;9
90812;"graduateStudent81";"xxx-xxx-xxxx";"graduateStudent81@department9.university0.edu";22;70;9051;9
90822;"graduateStudent82";"xxx-xxx-xxxx";"graduateStudent82@department9.university0.edu";25;980;9001;9
90832;"graduateStudent83";"xxx-xxx-xxxx";"graduateStudent83@department9.university0.edu";26;602;9052;9
90842;"graduateStudent84";"xxx-xxx-xxxx";"graduateStudent84@department9.university0.edu";21;460;9041;9
90852;"graduateStudent85";"xxx-xxx-xxxx";"graduateStudent85@department9.university0.edu";25;623;9103;9
90862;"graduateStudent86";"xxx-xxx-xxxx";"graduateStudent86@department9.university0.edu";25;253;9011;9
90872;"graduateStudent87";"xxx-xxx-xxxx";"graduateStudent87@department9.university0.edu";25;268;9053;9
90882;"graduateStudent88";"xxx-xxx-xxxx";"graduateStudent88@department9.university0.edu";22;132;9043;9
90892;"graduateStudent89";"xxx-xxx-xxxx";"graduateStudent89@department9.university0.edu";24;540;9062;9
90902;"graduateStudent90";"xxx-xxx-xxxx";"graduateStudent90@department9.university0.edu";22;798;9011;9
90912;"graduateStudent91";"xxx-xxx-xxxx";"graduateStudent91@department9.university0.edu";25;813;9001;9
90922;"graduateStudent92";"xxx-xxx-xxxx";"graduateStudent92@department9.university0.edu";21;898;9022;9
90932;"graduateStudent93";"xxx-xxx-xxxx";"graduateStudent93@department9.university0.edu";27;235;9052;9
90942;"graduateStudent94";"xxx-xxx-xxxx";"graduateStudent94@department9.university0.edu";24;292;9103;9
90952;"graduateStudent95";"xxx-xxx-xxxx";"graduateStudent95@department9.university0.edu";27;443;9023;9
90962;"graduateStudent96";"xxx-xxx-xxxx";"graduateStudent96@department9.university0.edu";25;20;9011;9
90972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department9.university0.edu";24;607;9021;9
90982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department9.university0.edu";27;390;9051;9
90992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department9.university0.edu";23;117;9072;9
91002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department9.university0.edu";27;328;9013;9
91012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department9.university0.edu";23;704;9041;9
91022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department9.university0.edu";25;324;9033;9
91032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department9.university0.edu";26;582;9021;9
91042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department9.university0.edu";22;759;9103;9
91052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department9.university0.edu";27;158;9061;9
91062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department9.university0.edu";26;925;9043;9
91072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department9.university0.edu";20;33;9042;9
91082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department9.university0.edu";20;206;9001;9
91092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department9.university0.edu";23;3;9092;9
91102;"graduateStudent110";"xxx-xxx-xxxx";"graduateStudent110@department9.university0.edu";21;511;9072;9
91112;"graduateStudent111";"xxx-xxx-xxxx";"graduateStudent111@department9.university0.edu";25;466;9001;9
100002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department10.university0.edu";23;495;10092;10
100012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department10.university0.edu";20;161;10021;10
100022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department10.university0.edu";25;211;10052;10
100032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department10.university0.edu";24;882;10041;10
100042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department10.university0.edu";27;502;10012;10
100052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department10.university0.edu";20;710;10013;10
100062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department10.university0.edu";20;932;10041;10
100072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department10.university0.edu";20;166;10102;10
100082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department10.university0.edu";25;428;10062;10
100092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department10.university0.edu";25;743;10032;10
100102;"graduateStudent10";"xxx-xxx-xxxx";"graduateStudent10@department10.university0.edu";27;633;10031;10
100112;"graduateStudent11";"xxx-xxx-xxxx";"graduateStudent11@department10.university0.edu";25;894;10072;10
100122;"graduateStudent12";"xxx-xxx-xxxx";"graduateStudent12@department10.university0.edu";25;993;10073;10
100132;"graduateStudent13";"xxx-xxx-xxxx";"graduateStudent13@department10.university0.edu";27;406;10063;10
100142;"graduateStudent14";"xxx-xxx-xxxx";"graduateStudent14@department10.university0.edu";22;571;10043;10
100152;"graduateStudent15";"xxx-xxx-xxxx";"graduateStudent15@department10.university0.edu";22;146;10032;10
100162;"graduateStudent16";"xxx-xxx-xxxx";"graduateStudent16@department10.university0.edu";24;346;10033;10
100172;"graduateStudent17";"xxx-xxx-xxxx";"graduateStudent17@department10.university0.edu";21;224;10003;10
100182;"graduateStudent18";"xxx-xxx-xxxx";"graduateStudent18@department10.university0.edu";21;366;10073;10
100192;"graduateStudent19";"xxx-xxx-xxxx";"graduateStudent19@department10.university0.edu";26;658;10021;10
100202;"graduateStudent20";"xxx-xxx-xxxx";"graduateStudent20@department10.university0.edu";24;567;10001;10
100212;"graduateStudent21";"xxx-xxx-xxxx";"graduateStudent21@department10.university0.edu";25;64;10041;10
100222;"graduateStudent22";"xxx-xxx-xxxx";"graduateStudent22@department10.university0.edu";27;552;10062;10
100232;"graduateStudent23";"xxx-xxx-xxxx";"graduateStudent23@department10.university0.edu";20;389;10063;10
100242;"graduateStudent24";"xxx-xxx-xxxx";"graduateStudent24@department10.university0.edu";27;263;10043;10
100252;"graduateStudent25";"xxx-xxx-xxxx";"graduateStudent25@department10.university0.edu";20;445;10023;10
100262;"graduateStudent26";"xxx-xxx-xxxx";"graduateStudent26@department10.university0.edu";23;734;10083;10
100272;"graduateStudent27";"xxx-xxx-xxxx";"graduateStudent27@department10.university0.edu";27;411;10043;10
100282;"graduateStudent28";"xxx-xxx-xxxx";"graduateStudent28@department10.university0.edu";21;896;10083;10
100292;"graduateStudent29";"xxx-xxx-xxxx";"graduateStudent29@department10.university0.edu";25;94;10033;10
100302;"graduateStudent30";"xxx-xxx-xxxx";"graduateStudent30@department10.university0.edu";21;375;10061;10
100312;"graduateStudent31";"xxx-xxx-xxxx";"graduateStudent31@department10.university0.edu";27;507;10012;10
100322;"graduateStudent32";"xxx-xxx-xxxx";"graduateStudent32@department10.university0.edu";25;381;10063;10
100332;"graduateStudent33";"xxx-xxx-xxxx";"graduateStudent33@department10.university0.edu";21;804;10053;10
100342;"graduateStudent34";"xxx-xxx-xxxx";"graduateStudent34@department10.university0.edu";25;988;10012;10
100352;"graduateStudent35";"xxx-xxx-xxxx";"graduateStudent35@department10.university0.edu";20;12;10082;10
100362;"graduateStudent36";"xxx-xxx-xxxx";"graduateStudent36@department10.university0.edu";24;87;10061;10
100372;"graduateStudent37";"xxx-xxx-xxxx";"graduateStudent37@department10.university0.edu";20;975;10052;10
100382;"graduateStudent38";"xxx-xxx-xxxx";"graduateStudent38@department10.university0.edu";26;486;10031;10
100392;"graduateStudent39";"xxx-xxx-xxxx";"graduateStudent39@department10.university0.edu";21;987;10073;10
100402;"graduateStudent40";"xxx-xxx-xxxx";"graduateStudent40@department10.university0.edu";24;102;10082;10
100412;"graduateStudent41";"xxx-xxx-xxxx";"graduateStudent41@department10.university0.edu";20;842;10042;10
100422;"graduateStudent42";"xxx-xxx-xxxx";"graduateStudent42@department10.university0.edu";21;313;10021;10
100432;"graduateStudent43";"xxx-xxx-xxxx";"graduateStudent43@department10.university0.edu";24;865;10041;10
100442;"graduateStudent44";"xxx-xxx-xxxx";"graduateStudent44@department10.university0.edu";20;156;10011;10
100452;"graduateStudent45";"xxx-xxx-xxxx";"graduateStudent45@department10.university0.edu";22;707;10052;10
100462;"graduateStudent46";"xxx-xxx-xxxx";"graduateStudent46@department10.university0.edu";20;9;10021;10
100472;"graduateStudent47";"xxx-xxx-xxxx";"graduateStudent47@department10.university0.edu";25;725;10042;10
100482;"graduateStudent48";"xxx-xxx-xxxx";"graduateStudent48@department10.university0.edu";27;7;10052;10
100492;"graduateStudent49";"xxx-xxx-xxxx";"graduateStudent49@department10.university0.edu";24;105;10001;10
100502;"graduateStudent50";"xxx-xxx-xxxx";"graduateStudent50@department10.university0.edu";27;52;10092;10
100512;"graduateStudent51";"xxx-xxx-xxxx";"graduateStudent51@department10.university0.edu";25;5;10092;10
100522;"graduateStudent52";"xxx-xxx-xxxx";"graduateStudent52@department10.university0.edu";24;962;10063;10
100532;"graduateStudent53";"xxx-xxx-xxxx";"graduateStudent53@department10.university0.edu";26;700;10013;10
100542;"graduateStudent54";"xxx-xxx-xxxx";"graduateStudent54@department10.university0.edu";21;591;10061;10
100552;"graduateStudent55";"xxx-xxx-xxxx";"graduateStudent55@department10.university0.edu";20;991;10083;10
100562;"graduateStudent56";"xxx-xxx-xxxx";"graduateStudent56@department10.university0.edu";20;589;10041;10
100572;"graduateStudent57";"xxx-xxx-xxxx";"graduateStudent57@department10.university0.edu";24;22;10072;10
100582;"graduateStudent58";"xxx-xxx-xxxx";"graduateStudent58@department10.university0.edu";20;312;10053;10
100592;"graduateStudent59";"xxx-xxx-xxxx";"graduateStudent59@department10.university0.edu";20;456;10043;10
100602;"graduateStudent60";"xxx-xxx-xxxx";"graduateStudent60@department10.university0.edu";25;468;10021;10
100612;"graduateStudent61";"xxx-xxx-xxxx";"graduateStudent61@department10.university0.edu";22;354;10093;10
100622;"graduateStudent62";"xxx-xxx-xxxx";"graduateStudent62@department10.university0.edu";23;50;10011;10
100632;"graduateStudent63";"xxx-xxx-xxxx";"graduateStudent63@department10.university0.edu";20;178;10052;10
100642;"graduateStudent64";"xxx-xxx-xxxx";"graduateStudent64@department10.university0.edu";21;586;10031;10
100652;"graduateStudent65";"xxx-xxx-xxxx";"graduateStudent65@department10.university0.edu";22;744;10061;10
100662;"graduateStudent66";"xxx-xxx-xxxx";"graduateStudent66@department10.university0.edu";20;770;10002;10
100672;"graduateStudent67";"xxx-xxx-xxxx";"graduateStudent67@department10.university0.edu";22;285;10001;10
100682;"graduateStudent68";"xxx-xxx-xxxx";"graduateStudent68@department10.university0.edu";26;463;10083;10
100692;"graduateStudent69";"xxx-xxx-xxxx";"graduateStudent69@department10.university0.edu";22;709;10041;10
100702;"graduateStudent70";"xxx-xxx-xxxx";"graduateStudent70@department10.university0.edu";27;242;10041;10
100712;"graduateStudent71";"xxx-xxx-xxxx";"graduateStudent71@department10.university0.edu";22;505;10032;10
100722;"graduateStudent72";"xxx-xxx-xxxx";"graduateStudent72@department10.university0.edu";20;863;10021;10
100732;"graduateStudent73";"xxx-xxx-xxxx";"graduateStudent73@department10.university0.edu";25;270;10011;10
100742;"graduateStudent74";"xxx-xxx-xxxx";"graduateStudent74@department10.university0.edu";24;550;10103;10
100752;"graduateStudent75";"xxx-xxx-xxxx";"graduateStudent75@department10.university0.edu";24;586;10041;10
100762;"graduateStudent76";"xxx-xxx-xxxx";"graduateStudent76@department10.university0.edu";25;133;10031;10
100772;"graduateStudent77";"xxx-xxx-xxxx";"graduateStudent77@department10.university0.edu";23;806;10063;10
100782;"graduateStudent78";"xxx-xxx-xxxx";"graduateStudent78@department10.university0.edu";25;287;10042;10
100792;"graduateStudent79";"xxx-xxx-xxxx";"graduateStudent79@department10.university0.edu";25;891;10042;10
100802;"graduateStudent80";"xxx-xxx-xxxx";"graduateStudent80@department10.university0.edu";26;515;10061;10
100812;"graduateStudent81";"xxx-xxx-xxxx";"graduateStudent81@department10.university0.edu";27;326;10072;10
100822;"graduateStudent82";"xxx-xxx-xxxx";"graduateStudent82@department10.university0.edu";23;387;10021;10
100832;"graduateStudent83";"xxx-xxx-xxxx";"graduateStudent83@department10.university0.edu";27;576;10031;10
100842;"graduateStudent84";"xxx-xxx-xxxx";"graduateStudent84@department10.university0.edu";21;227;10083;10
100852;"graduateStudent85";"xxx-xxx-xxxx";"graduateStudent85@department10.university0.edu";26;852;10013;10
100862;"graduateStudent86";"xxx-xxx-xxxx";"graduateStudent86@department10.university0.edu";21;417;10032;10
100872;"graduateStudent87";"xxx-xxx-xxxx";"graduateStudent87@department10.university0.edu";20;89;10052;10
100882;"graduateStudent88";"xxx-xxx-xxxx";"graduateStudent88@department10.university0.edu";25;471;10031;10
100892;"graduateStudent89";"xxx-xxx-xxxx";"graduateStudent89@department10.university0.edu";20;533;10033;10
100902;"graduateStudent90";"xxx-xxx-xxxx";"graduateStudent90@department10.university0.edu";25;799;10102;10
100912;"graduateStudent91";"xxx-xxx-xxxx";"graduateStudent91@department10.university0.edu";24;282;10043;10
100922;"graduateStudent92";"xxx-xxx-xxxx";"graduateStudent92@department10.university0.edu";27;325;10092;10
100932;"graduateStudent93";"xxx-xxx-xxxx";"graduateStudent93@department10.university0.edu";27;822;10093;10
100942;"graduateStudent94";"xxx-xxx-xxxx";"graduateStudent94@department10.university0.edu";22;366;10001;10
100952;"graduateStudent95";"xxx-xxx-xxxx";"graduateStudent95@department10.university0.edu";20;898;10103;10
100962;"graduateStudent96";"xxx-xxx-xxxx";"graduateStudent96@department10.university0.edu";20;847;10031;10
100972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department10.university0.edu";22;727;10023;10
100982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department10.university0.edu";23;614;10051;10
100992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department10.university0.edu";20;740;10083;10
101002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department10.university0.edu";25;802;10093;10
101012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department10.university0.edu";23;534;10093;10
101022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department10.university0.edu";22;941;10061;10
101032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department10.university0.edu";25;514;10052;10
101042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department10.university0.edu";25;891;10003;10
101052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department10.university0.edu";25;342;10041;10
101062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department10.university0.edu";26;956;10023;10
