"nr";"name";"telephone";"emailAddress";"undergraduateDegreeFrom";"masterDegreeFrom";"doctoralDegreeFrom";"worksFor"
12043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department12.university0.edu";902;201;140;12
12044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department12.university0.edu";735;444;787;12
12051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department12.university0.edu";234;796;871;12
12052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department12.university0.edu";853;269;879;12
12053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department12.university0.edu";62;962;600;12
12061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department12.university0.edu";984;125;717;12
12062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department12.university0.edu";309;352;478;12
12063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department12.university0.edu";509;247;415;12
12071;"fullProfessor7";"xxx-xxx-xxxx";"fullProfessor7@department12.university0.edu";938;836;211;12
12072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department12.university0.edu";769;443;888;12
12073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department12.university0.edu";295;220;361;12
12081;"fullProfessor8";"xxx-xxx-xxxx";"fullProfessor8@department12.university0.edu";670;684;175;12
12082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department12.university0.edu";726;517;924;12
12083;"assistantProfessor8";"xxx-xxx-xxxx";"assistantProfessor8@department12.university0.edu";178;501;850;12
12092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department12.university0.edu";419;923;369;12
12093;"assistantProfessor9";"xxx-xxx-xxxx";"assistantProfessor9@department12.university0.edu";295;519;515;12
12102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department12.university0.edu";907;313;699;12
12103;"assistantProfessor10";"xxx-xxx-xxxx";"assistantProfessor10@department12.university0.edu";957;155;249;12
13001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department13.university0.edu";874;778;430;13
13002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department13.university0.edu";804;787;679;13
13003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department13.university0.edu";553;704;981;13
13004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department13.university0.edu";779;179;708;13
13011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department13.university0.edu";910;583;178;13
13012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department13.university0.edu";159;988;405;13
13013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department13.university0.edu";226;541;206;13
13014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department13.university0.edu";964;815;166;13
13021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department13.university0.edu";233;800;358;13
13022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department13.university0.edu";864;544;279;13
13023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department13.university0.edu";983;936;596;13
13024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department13.university0.edu";766;166;357;13
13031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department13.university0.edu";526;232;631;13
13032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department13.university0.edu";865;411;430;13
13033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department13.university0.edu";291;727;102;13
13034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department13.university0.edu";408;339;193;13
13041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department13.university0.edu";131;521;487;13
13042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department13.university0.edu";154;639;3;13
13043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department13.university0.edu";299;905;992;13
13044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department13.university0.edu";632;714;312;13
13051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department13.university0.edu";287;49;303;13
13052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department13.university0.edu";2;691;865;13
13053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department13.university0.edu";849;290;625;13
13061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department13.university0.edu";911;249;593;13
13062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department13.university0.edu";91;680;375;13
13063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department13.university0.edu";497;876;502;13
13071;"fullProfessor7";"xxx-xxx-xxxx";"fullProfessor7@department13.university0.edu";129;216;496;13
13072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department13.university0.edu";457;606;653;13
13073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department13.university0.edu";265;877;996;13
13082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department13.university0.edu";916;319;992;13
13083;"assistantProfessor8";"xxx-xxx-xxxx";"assistantProfessor8@department13.university0.edu";581;208;806;13
13092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department13.university0.edu";436;416;541;13
13093;"assistantProfessor9";"xxx-xxx-xxxx";"assistantProfessor9@department13.university0.edu";510;899;28;13
13102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department13.university0.edu";390;678;994;13
13103;"assistantProfessor10";"xxx-xxx-xxxx";"assistantProfessor10@department13.university0.edu";173;473;703;13
13112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department13.university0.edu";65;983;957;13
13122;"associateProfessor12";"xxx-xxx-xxxx";"associateProfessor12@department13.university0.edu";904;517;763;13
13132;"associateProfessor13";"xxx-xxx-xxxx";"associateProfessor13@department13.university0.edu";116;841;777;13
14001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department14.university0.edu";41;199;580;14
14002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department14.university0.edu";781;511;602;14
14003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department14.university0.edu";452;504;852;14
14004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department14.university0.edu";464;248;123;14
14011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department14.university0.edu";978;612;598;14
14012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department14.university0.edu";280;348;342;14
14013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department14.university0.edu";186;329;953;14
14014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department14.university0.edu";926;654;3;14
14021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department14.university0.edu";582;625;618;14
14022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department14.university0.edu";508;185;695;14
14023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department14.university0.edu";569;713;568;14
14024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department14.university0.edu";854;341;209;14
14031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department14.university0.edu";801;527;177;14
14032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department14.university0.edu";181;328;89;14
14033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department14.university0.edu";717;907;721;14
14034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department14.university0.edu";297;847;992;14
14041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department14.university0.edu";214;912;801;14
14042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department14.university0.edu";769;783;193;14
14043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department14.university0.edu";918;150;86;14
14044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department14.university0.edu";749;282;879;14
14051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department14.university0.edu";502;668;467;14
14052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department14.university0.edu";811;566;630;14
14053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department14.university0.edu";550;761;207;14
14054;"lecturer5";"xxx-xxx-xxxx";"lecturer5@department14.university0.edu";872;914;122;14
14061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department14.university0.edu";857;100;523;14
14062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department14.university0.edu";292;765;924;14
14063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department14.university0.edu";581;319;285;14
14072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department14.university0.edu";282;64;807;14
14073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department14.university0.edu";744;210;242;14
14082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department14.university0.edu";260;27;572;14
14092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department14.university0.edu";583;567;188;14
14102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department14.university0.edu";398;113;173;14
14112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department14.university0.edu";830;208;244;14
100001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department0.university1.edu";234;592;262;100
100002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department0.university1.edu";241;708;485;100
100003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department0.university1.edu";138;102;267;100
100004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department0.university1.edu";776;989;63;100
100011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department0.university1.edu";674;959;298;100
100012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department0.university1.edu";526;374;620;100
100013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department0.university1.edu";979;268;698;100
100014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department0.university1.edu";905;21;970;100
100021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department0.university1.edu";955;689;820;100
100022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department0.university1.edu";232;94;575;100
100023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department0.university1.edu";969;972;940;100
100024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department0.university1.edu";763;608;306;100
100031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department0.university1.edu";592;220;888;100
100032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department0.university1.edu";180;151;833;100
100033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department0.university1.edu";750;720;946;100
100034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department0.university1.edu";98;31;463;100
100041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department0.university1.edu";536;345;358;100
100042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department0.university1.edu";203;490;76;100
100043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department0.university1.edu";78;869;97;100
100044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department0.university1.edu";527;163;519;100
100051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department0.university1.edu";683;598;996;100
100052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department0.university1.edu";271;550;705;100
100053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department0.university1.edu";98;848;584;100
100054;"lecturer5";"xxx-xxx-xxxx";"lecturer5@department0.university1.edu";905;477;423;100
100061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department0.university1.edu";58;522;87;100
100062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department0.university1.edu";511;362;863;100
100063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department0.university1.edu";251;415;498;100
100064;"lecturer6";"xxx-xxx-xxxx";"lecturer6@department0.university1.edu";562;503;367;100
100072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department0.university1.edu";823;97;701;100
100073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department0.university1.edu";853;210;405;100
100082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department0.university1.edu";156;957;349;100
100083;"assistantProfessor8";"xxx-xxx-xxxx";"assistantProfessor8@department0.university1.edu";303;885;229;100
100092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department0.university1.edu";742;35;696;100
100102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department0.university1.edu";206;998;587;100
100112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department0.university1.edu";33;805;432;100
101001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department1.university1.edu";92;190;472;101
101002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department1.university1.edu";72;260;735;101
101003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department1.university1.edu";270;821;358;101
101004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department1.university1.edu";34;313;393;101
101011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department1.university1.edu";46;682;116;101
101012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department1.university1.edu";452;399;510;101
101013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department1.university1.edu";916;870;789;101
101014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department1.university1.edu";742;382;818;101
101021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department1.university1.edu";716;25;802;101
101022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department1.university1.edu";693;262;170;101
101023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department1.university1.edu";756;60;509;101
101024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department1.university1.edu";442;634;549;101
101031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department1.university1.edu";117;494;973;101
101032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department1.university1.edu";892;90;995;101
101033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department1.university1.edu";618;823;105;101
101034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department1.university1.edu";816;305;143;101
101041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department1.university1.edu";613;986;368;101
101042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department1.university1.edu";876;157;227;101
101043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department1.university1.edu";759;209;238;101
101044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department1.university1.edu";223;753;242;101
101051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department1.university1.edu";376;568;874;101
101052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department1.university1.edu";115;987;12;101
101053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department1.university1.edu";216;848;402;101
101061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department1.university1.edu";729;698;277;101
101062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department1.university1.edu";270;183;352;101
101063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department1.university1.edu";641;510;121;101
101071;"fullProfessor7";"xxx-xxx-xxxx";"fullProfessor7@department1.university1.edu";499;825;846;101
101072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department1.university1.edu";700;497;549;101
101073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department1.university1.edu";805;577;194;101
101082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department1.university1.edu";81;647;776;101
101083;"assistantProfessor8";"xxx-xxx-xxxx";"assistantProfessor8@department1.university1.edu";569;568;839;101
101092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department1.university1.edu";340;773;430;101
101093;"assistantProfessor9";"xxx-xxx-xxxx";"assistantProfessor9@department1.university1.edu";882;29;629;101
101102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department1.university1.edu";652;142;629;101
101112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department1.university1.edu";582;624;196;101
101122;"associateProfessor12";"xxx-xxx-xxxx";"associateProfessor12@department1.university1.edu";513;981;977;101
101132;"associateProfessor13";"xxx-xxx-xxxx";"associateProfessor13@department1.university1.edu";655;687;724;101
102001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department2.university1.edu";729;186;215;102
102002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department2.university1.edu";711;581;565;102
102003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department2.university1.edu";524;244;208;102
102004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department2.university1.edu";756;848;61;102
102011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department2.university1.edu";230;487;774;102
102012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department2.university1.edu";417;791;789;102
102013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department2.university1.edu";176;500;177;102
102014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department2.university1.edu";478;688;69;102
102021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department2.university1.edu";67;903;583;102
102022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department2.university1.edu";966;489;987;102
102023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department2.university1.edu";169;856;847;102
102024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department2.university1.edu";176;115;394;102
102031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department2.university1.edu";471;894;584;102
102032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department2.university1.edu";820;50;774;102
102033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department2.university1.edu";580;625;385;102
102034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department2.university1.edu";244;724;894;102
102041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department2.university1.edu";626;718;235;102
102042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department2.university1.edu";230;111;912;102
102043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department2.university1.edu";154;965;878;102
102044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department2.university1.edu";178;73;619;102
102051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department2.university1.edu";32;885;833;102
102052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department2.university1.edu";139;77;526;102
102053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department2.university1.edu";11;17;456;102
102054;"lecturer5";"xxx-xxx-xxxx";"lecturer5@department2.university1.edu";379;225;577;102
102061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department2.university1.edu";597;692;829;102
102062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department2.university1.edu";828;846;463;102
102063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department2.university1.edu";349;81;784;102
102064;"lecturer6";"xxx-xxx-xxxx";"lecturer6@department2.university1.edu";870;668;862;102
102071;"fullProfessor7";"xxx-xxx-xxxx";"fullProfessor7@department2.university1.edu";227;38;360;102
102072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department2.university1.edu";799;547;858;102
102073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department2.university1.edu";779;44;243;102
102081;"fullProfessor8";"xxx-xxx-xxxx";"fullProfessor8@department2.university1.edu";535;604;735;102
102082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department2.university1.edu";216;430;184;102
102092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department2.university1.edu";613;738;694;102
102102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department2.university1.edu";27;1;721;102
102112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department2.university1.edu";627;540;539;102
103001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department3.university1.edu";672;357;219;103
103002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department3.university1.edu";25;215;834;103
103003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department3.university1.edu";30;44;660;103
103004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department3.university1.edu";975;842;642;103
103011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department3.university1.edu";558;865;839;103
103012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department3.university1.edu";515;859;66;103
103013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department3.university1.edu";989;395;654;103
103014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department3.university1.edu";929;727;643;103
103021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department3.university1.edu";909;311;43;103
103022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department3.university1.edu";459;634;455;103
103023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department3.university1.edu";551;75;833;103
103024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department3.university1.edu";175;863;430;103
103031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department3.university1.edu";867;174;694;103
103032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department3.university1.edu";4;435;488;103
103033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department3.university1.edu";50;392;285;103
103034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department3.university1.edu";361;168;163;103
103041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department3.university1.edu";607;530;943;103
103042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department3.university1.edu";792;513;586;103
103043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department3.university1.edu";305;224;524;103
103044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department3.university1.edu";902;955;833;103
103051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department3.university1.edu";786;284;830;103
103052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department3.university1.edu";624;888;459;103
103053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department3.university1.edu";942;262;387;103
103054;"lecturer5";"xxx-xxx-xxxx";"lecturer5@department3.university1.edu";571;73;616;103
103061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department3.university1.edu";941;193;356;103
103062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department3.university1.edu";703;135;250;103
103063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department3.university1.edu";407;684;531;103
103064;"lecturer6";"xxx-xxx-xxxx";"lecturer6@department3.university1.edu";760;748;468;103
103071;"fullProfessor7";"xxx-xxx-xxxx";"fullProfessor7@department3.university1.edu";279;43;295;103
103072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department3.university1.edu";219;391;547;103
103073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department3.university1.edu";662;817;53;103
103081;"fullProfessor8";"xxx-xxx-xxxx";"fullProfessor8@department3.university1.edu";120;358;42;103
103082;"associateProfessor8";"xxx-xxx-xxxx";"associateProfessor8@department3.university1.edu";69;279;388;103
103083;"assistantProfessor8";"xxx-xxx-xxxx";"assistantProfessor8@department3.university1.edu";306;151;218;103
103092;"associateProfessor9";"xxx-xxx-xxxx";"associateProfessor9@department3.university1.edu";937;22;567;103
103093;"assistantProfessor9";"xxx-xxx-xxxx";"assistantProfessor9@department3.university1.edu";284;461;621;103
103102;"associateProfessor10";"xxx-xxx-xxxx";"associateProfessor10@department3.university1.edu";632;820;804;103
103103;"assistantProfessor10";"xxx-xxx-xxxx";"assistantProfessor10@department3.university1.edu";144;675;792;103
103112;"associateProfessor11";"xxx-xxx-xxxx";"associateProfessor11@department3.university1.edu";749;482;815;103
103122;"associateProfessor12";"xxx-xxx-xxxx";"associateProfessor12@department3.university1.edu";588;597;846;103
103132;"associateProfessor13";"xxx-xxx-xxxx";"associateProfessor13@department3.university1.edu";726;496;287;103
104001;"fullProfessor0";"xxx-xxx-xxxx";"fullProfessor0@department4.university1.edu";129;925;963;104
104002;"associateProfessor0";"xxx-xxx-xxxx";"associateProfessor0@department4.university1.edu";82;23;532;104
104003;"assistantProfessor0";"xxx-xxx-xxxx";"assistantProfessor0@department4.university1.edu";481;689;852;104
104004;"lecturer0";"xxx-xxx-xxxx";"lecturer0@department4.university1.edu";435;609;696;104
104011;"fullProfessor1";"xxx-xxx-xxxx";"fullProfessor1@department4.university1.edu";461;234;782;104
104012;"associateProfessor1";"xxx-xxx-xxxx";"associateProfessor1@department4.university1.edu";265;114;463;104
104013;"assistantProfessor1";"xxx-xxx-xxxx";"assistantProfessor1@department4.university1.edu";209;310;104;104
104014;"lecturer1";"xxx-xxx-xxxx";"lecturer1@department4.university1.edu";239;625;467;104
104021;"fullProfessor2";"xxx-xxx-xxxx";"fullProfessor2@department4.university1.edu";714;192;183;104
104022;"associateProfessor2";"xxx-xxx-xxxx";"associateProfessor2@department4.university1.edu";11;218;308;104
104023;"assistantProfessor2";"xxx-xxx-xxxx";"assistantProfessor2@department4.university1.edu";144;724;342;104
104024;"lecturer2";"xxx-xxx-xxxx";"lecturer2@department4.university1.edu";384;714;301;104
104031;"fullProfessor3";"xxx-xxx-xxxx";"fullProfessor3@department4.university1.edu";182;0;40;104
104032;"associateProfessor3";"xxx-xxx-xxxx";"associateProfessor3@department4.university1.edu";600;555;733;104
104033;"assistantProfessor3";"xxx-xxx-xxxx";"assistantProfessor3@department4.university1.edu";924;396;670;104
104034;"lecturer3";"xxx-xxx-xxxx";"lecturer3@department4.university1.edu";394;194;55;104
104041;"fullProfessor4";"xxx-xxx-xxxx";"fullProfessor4@department4.university1.edu";686;286;251;104
104042;"associateProfessor4";"xxx-xxx-xxxx";"associateProfessor4@department4.university1.edu";20;606;733;104
104043;"assistantProfessor4";"xxx-xxx-xxxx";"assistantProfessor4@department4.university1.edu";1;590;803;104
104044;"lecturer4";"xxx-xxx-xxxx";"lecturer4@department4.university1.edu";298;477;165;104
104051;"fullProfessor5";"xxx-xxx-xxxx";"fullProfessor5@department4.university1.edu";159;133;600;104
104052;"associateProfessor5";"xxx-xxx-xxxx";"associateProfessor5@department4.university1.edu";485;5;82;104
104053;"assistantProfessor5";"xxx-xxx-xxxx";"assistantProfessor5@department4.university1.edu";988;800;1;104
104054;"lecturer5";"xxx-xxx-xxxx";"lecturer5@department4.university1.edu";521;826;735;104
104061;"fullProfessor6";"xxx-xxx-xxxx";"fullProfessor6@department4.university1.edu";518;249;15;104
104062;"associateProfessor6";"xxx-xxx-xxxx";"associateProfessor6@department4.university1.edu";710;873;791;104
104063;"assistantProfessor6";"xxx-xxx-xxxx";"assistantProfessor6@department4.university1.edu";470;878;947;104
104064;"lecturer6";"xxx-xxx-xxxx";"lecturer6@department4.university1.edu";594;926;661;104
104072;"associateProfessor7";"xxx-xxx-xxxx";"associateProfessor7@department4.university1.edu";431;22;867;104
104073;"assistantProfessor7";"xxx-xxx-xxxx";"assistantProfessor7@department4.university1.edu";806;683;532;104
